date_time,id_site,Tpic,Dir,Etal,Tz,Hm0,Ts1,Ts2,Tc,Tav,Tint,Tp,EPS2,EPS4,Qp,S2,Tref,Tw,Batt,timestamp
2019-03-15 18:55:00,8,4.3500000000,231.9000000000,26.0000000000,2.6800000000,0.4900000000,4.2800000000,2.8700000000,2.2400000000,3.2000000000,2.9700000000,6.3800000000,0.3788710000,0.5510680000,1.7526850000,0.0435840000,24.8500000000,12.5500000000,7.0000000000,2019-03-15 19:00:00
2019-03-15 19:25:00,8,4.1700000000,234.7000000000,14.8000000000,2.8600000000,0.5000000000,4.5100000000,3.0600000000,2.3400000000,3.4100000000,3.2100000000,6.6500000000,0.3832490000,0.5720110000,1.7002420000,0.0392630000,24.8500000000,12.5500000000,7.0000000000,2019-03-15 19:30:00
2019-03-15 19:55:00,8,4.0000000000,229.1000000000,14.3000000000,2.8200000000,0.4600000000,4.7700000000,3.0500000000,2.2600000000,3.4700000000,3.2400000000,7.4500000000,0.4167820000,0.5960230000,1.6192150000,0.0371610000,24.8500000000,12.5000000000,7.0000000000,2019-03-15 20:00:00
2019-03-15 20:25:00,8,4.1700000000,230.5000000000,17.9000000000,2.7600000000,0.4400000000,4.6800000000,2.9800000000,2.2200000000,3.3900000000,3.1700000000,7.3600000000,0.4159570000,0.5899030000,1.7142000000,0.0370630000,24.8500000000,12.5000000000,7.0000000000,2019-03-15 20:30:00
2019-03-15 20:55:00,8,4.1700000000,229.1000000000,12.5000000000,2.8000000000,0.4800000000,4.6900000000,3.0100000000,2.2700000000,3.4200000000,3.3300000000,7.2900000000,0.4064070000,0.5802380000,1.7092560000,0.0393250000,24.8500000000,12.5000000000,7.0000000000,2019-03-15 21:00:00
2019-03-15 21:25:00,8,4.0000000000,229.1000000000,13.4000000000,2.8000000000,0.5500000000,4.3600000000,2.9700000000,2.3100000000,3.3100000000,3.1000000000,6.4200000000,0.3758170000,0.5533520000,1.7280190000,0.0450600000,24.8500000000,12.4500000000,7.0000000000,2019-03-15 21:30:00
2019-03-15 21:55:00,8,4.1700000000,226.2000000000,12.5000000000,2.8800000000,0.5400000000,4.5400000000,3.0700000000,2.3600000000,3.4200000000,3.2000000000,6.7400000000,0.3809100000,0.5649090000,1.6627700000,0.0418000000,24.8500000000,12.4500000000,7.0000000000,2019-03-15 22:00:00
2019-03-15 22:25:00,8,4.0000000000,231.9000000000,13.9000000000,2.8600000000,0.5500000000,4.5200000000,3.0600000000,2.3200000000,3.4200000000,3.1300000000,6.6600000000,0.3926000000,0.5784490000,1.6238650000,0.0431890000,24.8500000000,12.4500000000,7.0000000000,2019-03-15 22:30:00
2019-03-15 22:55:00,8,3.8500000000,227.7000000000,13.0000000000,2.9400000000,0.5400000000,4.6700000000,3.1600000000,2.3600000000,3.5300000000,3.5900000000,6.8900000000,0.4005940000,0.5967640000,1.8171080000,0.0400150000,24.8500000000,12.4500000000,7.0000000000,2019-03-15 23:00:00
2019-03-15 23:25:00,8,4.0000000000,227.7000000000,13.4000000000,2.8600000000,0.5300000000,4.7400000000,3.0800000000,2.3000000000,3.4800000000,3.5600000000,7.3200000000,0.4035340000,0.5891960000,1.8281340000,0.0416190000,24.8500000000,12.4000000000,7.0000000000,2019-03-15 23:30:00
2019-03-15 23:55:00,8,4.0000000000,229.1000000000,11.6000000000,2.8400000000,0.5700000000,4.7600000000,3.0400000000,2.3300000000,3.4500000000,3.3800000000,7.4400000000,0.3939130000,0.5693590000,1.6695280000,0.0454010000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 00:00:00
2019-03-16 00:25:00,8,4.0000000000,230.5000000000,14.8000000000,2.8200000000,0.6000000000,4.4500000000,2.9900000000,2.3500000000,3.3300000000,3.2400000000,6.6300000000,0.3652340000,0.5432650000,1.8646140000,0.0484710000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 00:30:00
2019-03-16 00:55:00,8,11.1100000000,126.4000000000,56.0000000000,2.8000000000,0.5100000000,4.8000000000,3.0100000000,2.3100000000,3.4400000000,3.2100000000,7.6400000000,0.3974610000,0.5642400000,1.5642440000,0.0417830000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 01:00:00
2019-03-16 01:25:00,8,4.0000000000,229.1000000000,15.7000000000,2.8000000000,0.5300000000,4.5300000000,2.9900000000,2.3300000000,3.3500000000,3.1100000000,6.8900000000,0.3763560000,0.5536750000,1.6779470000,0.0434210000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 01:30:00
2019-03-16 01:55:00,8,3.8500000000,231.9000000000,14.8000000000,2.7400000000,0.4800000000,4.6400000000,2.9400000000,2.2700000000,3.3400000000,3.0600000000,7.3200000000,0.3906090000,0.5583250000,1.5976850000,0.0409920000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 02:00:00
2019-03-16 02:25:00,8,11.1100000000,123.6000000000,38.5000000000,2.8400000000,0.4500000000,4.9700000000,3.0400000000,2.3000000000,3.5000000000,3.4400000000,8.1000000000,0.4103970000,0.5757860000,1.5685380000,0.0358430000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 02:30:00
2019-03-16 02:55:00,8,3.8500000000,229.1000000000,14.8000000000,2.7600000000,0.4700000000,4.4600000000,2.9400000000,2.2800000000,3.3000000000,2.9700000000,6.7700000000,0.3795690000,0.5574750000,1.6309550000,0.0395900000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 03:00:00
2019-03-16 03:25:00,8,3.7000000000,229.1000000000,14.8000000000,2.7000000000,0.4900000000,4.7100000000,2.8900000000,2.2100000000,3.3200000000,3.0800000000,7.6600000000,0.4023010000,0.5656810000,1.6472340000,0.0430010000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 03:30:00
2019-03-16 03:55:00,8,10.5300000000,115.2000000000,46.6000000000,2.6500000000,0.4700000000,4.4000000000,2.8100000000,2.2300000000,3.1800000000,2.8900000000,6.8800000000,0.3709650000,0.5327330000,1.7193150000,0.0429350000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 04:00:00
2019-03-16 04:25:00,8,11.1100000000,115.2000000000,55.5000000000,2.7200000000,0.5000000000,4.7000000000,2.9100000000,2.2700000000,3.3200000000,3.2800000000,7.5900000000,0.3853050000,0.5489890000,1.6960630000,0.0432870000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 04:30:00
2019-03-16 04:55:00,8,3.5700000000,233.3000000000,12.5000000000,2.8600000000,0.5200000000,4.6300000000,3.0300000000,2.3900000000,3.4000000000,3.2700000000,7.0900000000,0.3657090000,0.5399100000,1.7937530000,0.0408330000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 05:00:00
2019-03-16 05:25:00,8,3.4500000000,230.5000000000,25.1000000000,2.8200000000,0.5400000000,4.5800000000,2.9800000000,2.3600000000,3.3400000000,3.2500000000,7.0500000000,0.3611780000,0.5366890000,1.8248500000,0.0436240000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 05:30:00
2019-03-16 05:55:00,8,3.7000000000,234.7000000000,12.5000000000,2.7600000000,0.5100000000,4.4300000000,2.9200000000,2.3100000000,3.2700000000,3.1700000000,6.7300000000,0.3633530000,0.5360130000,1.8548130000,0.0429600000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 06:00:00
2019-03-16 06:25:00,8,3.5700000000,231.9000000000,14.8000000000,2.8200000000,0.5100000000,4.6300000000,2.9900000000,2.3500000000,3.3700000000,3.2000000000,7.1600000000,0.3739640000,0.5422790000,1.7407860000,0.0412000000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 06:30:00
2019-03-16 06:55:00,8,3.7000000000,237.5000000000,15.2000000000,2.8400000000,0.4700000000,4.8700000000,3.0500000000,2.3100000000,3.4800000000,3.2800000000,7.7800000000,0.4048210000,0.5753500000,1.6310210000,0.0374360000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 07:00:00
2019-03-16 07:25:00,8,3.7000000000,233.3000000000,17.5000000000,2.8400000000,0.4900000000,4.6800000000,3.0300000000,2.3200000000,3.4300000000,3.2700000000,7.2100000000,0.3935100000,0.5696850000,1.7002510000,0.0390290000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 07:30:00
2019-03-16 07:55:00,8,3.5700000000,230.5000000000,14.8000000000,2.7600000000,0.4800000000,4.5300000000,2.9300000000,2.3300000000,3.3000000000,3.0600000000,7.0100000000,0.3666400000,0.5321510000,1.7911630000,0.0404330000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 08:00:00
2019-03-16 08:25:00,8,3.2300000000,230.5000000000,16.1000000000,2.7800000000,0.4500000000,4.5700000000,2.9600000000,2.3200000000,3.3400000000,3.0700000000,7.0700000000,0.3775820000,0.5443390000,1.7155870000,0.0373850000,24.8500000000,12.4500000000,7.0000000000,2019-03-16 08:30:00
2019-03-16 08:55:00,8,10.5300000000,126.4000000000,40.3000000000,2.8200000000,0.4300000000,4.8900000000,3.0300000000,2.3200000000,3.4800000000,3.5000000000,7.8900000000,0.4025620000,0.5640000000,1.7580450000,0.0347380000,24.8500000000,12.4000000000,7.0000000000,2019-03-16 09:00:00
2019-03-16 09:25:00,8,3.4500000000,226.2000000000,13.9000000000,2.9600000000,0.4400000000,4.7200000000,3.1600000000,2.4400000000,3.5400000000,3.3300000000,7.0700000000,0.3818990000,0.5638620000,1.7310840000,0.0321270000,24.8500000000,12.4500000000,7.0000000000,2019-03-16 09:30:00
2019-03-16 09:55:00,8,3.4500000000,227.7000000000,12.5000000000,3.1700000000,0.4200000000,5.0100000000,3.3800000000,2.5600000000,3.7900000000,3.7300000000,7.4100000000,0.3906980000,0.5839200000,1.8796810000,0.0267140000,24.8500000000,12.5000000000,7.0000000000,2019-03-16 10:00:00
2019-03-16 10:25:00,8,3.5700000000,229.1000000000,10.7000000000,3.2300000000,0.4100000000,4.8300000000,3.4000000000,2.6500000000,3.7600000000,4.0200000000,6.8500000000,0.3627600000,0.5586770000,2.3132930000,0.0252570000,24.8500000000,12.6500000000,7.0000000000,2019-03-16 10:30:00
2019-03-16 10:55:00,8,10.5300000000,113.7000000000,33.6000000000,3.1700000000,0.3600000000,5.1800000000,3.4100000000,2.5300000000,3.8600000000,3.9000000000,7.8700000000,0.4091680000,0.5970010000,1.7926340000,0.0228980000,24.8500000000,12.6500000000,7.0000000000,2019-03-16 11:00:00
2019-03-16 11:25:00,8,3.4500000000,227.7000000000,20.6000000000,2.7800000000,0.4000000000,4.7200000000,2.9800000000,2.2700000000,3.4000000000,3.0700000000,7.4900000000,0.4062980000,0.5674770000,1.5623670000,0.0332310000,24.8500000000,12.6500000000,7.0000000000,2019-03-16 11:30:00
2019-03-16 11:55:00,8,10.0000000000,113.7000000000,42.1000000000,2.7800000000,0.3800000000,4.7900000000,2.9500000000,2.2700000000,3.4000000000,3.0800000000,7.7700000000,0.4044570000,0.5576190000,1.5720990000,0.0315690000,24.8500000000,12.6500000000,7.0000000000,2019-03-16 12:00:00
2019-03-16 12:25:00,8,10.5300000000,99.7000000000,38.5000000000,2.6800000000,0.4100000000,4.6400000000,2.8500000000,2.2400000000,3.2800000000,3.0800000000,7.5600000000,0.3909820000,0.5349640000,1.8104380000,0.0364680000,24.8500000000,12.7000000000,7.0000000000,2019-03-16 12:30:00
2019-03-16 12:55:00,8,10.0000000000,130.6000000000,45.7000000000,2.6000000000,0.4100000000,4.5300000000,2.7300000000,2.2100000000,3.1500000000,3.0600000000,7.5100000000,0.3753210000,0.5052470000,2.0628880000,0.0389570000,24.8500000000,12.7000000000,7.0000000000,2019-03-16 13:00:00
2019-03-16 13:25:00,8,2.3800000000,220.6000000000,24.2000000000,2.6100000000,0.4100000000,4.7300000000,2.7700000000,2.2400000000,3.2200000000,3.3300000000,8.0700000000,0.3797060000,0.5034290000,2.2933610000,0.0384520000,24.8500000000,12.6500000000,7.0000000000,2019-03-16 13:30:00
2019-03-16 13:55:00,8,2.3800000000,222.0000000000,29.5000000000,2.5200000000,0.4300000000,4.2300000000,2.6400000000,2.2200000000,2.9900000000,3.0900000000,6.7900000000,0.3351620000,0.4624820000,2.5307280000,0.0435530000,24.8500000000,12.6500000000,7.0000000000,2019-03-16 14:00:00
